,width,height,class,xmin,ymin,xmax,ymax
692,1200,900,V22,156,364,1072,659
693,1800,1200,V22,81,287,1726,1034
694,1152,768,V22,248,253,851,484
695,1024,768,V22,328,254,811,419
696,1200,900,V22,281,63,877,269
697,1200,675,V22,646,180,747,213
698,1200,675,V22,645,143,796,216
699,1200,900,V22,448,377,1109,583
700,1200,900,V22,1,133,1200,676
701,3863,2173,V22,900,936,1484,1249
702,1200,900,V22,565,457,714,510
703,1200,900,V22,414,406,681,525
704,1200,900,V22,485,440,597,516
705,800,1200,V22,290,73,573,163
706,900,1200,V22,421,357,456,375
707,900,600,V22,312,265,639,370
708,1199,800,V22,308,681,454,743
709,1200,812,V22,528,263,781,329
710,1200,812,V22,388,149,900,363
711,1200,675,V22,522,250,654,400
712,1200,800,V22,145,293,596,527
713,676,901,V22,145,303,647,615
714,4096,2731,V22,472,1480,730,1575
715,4096,2731,V22,828,563,3842,1581
716,900,1200,V22,408,696,426,714
717,900,1200,V22,491,821,512,838
718,1200,800,V22,420,1,1200,800
719,1080,607,V22,335,154,618,271
720,1000,667,V22,454,182,741,299
721,1000,667,V22,1,307,284,492
722,799,1200,V22,1,1,799,679
723,1200,800,V22,85,354,755,622
724,1200,900,V22,171,361,323,432
725,1199,800,V22,846,486,895,530
726,1031,777,V22,448,80,581,151
727,1280,850,V22,145,112,1149,829
728,1280,850,V22,983,305,1045,365
729,1280,850,V22,773,102,992,320
730,1280,850,V22,677,83,765,174
731,1280,850,V22,853,121,930,189
732,1280,850,V22,809,20,917,141
733,1200,800,V22,454,142,835,265
734,764,509,V22,9,66,764,374
735,1000,667,V22,533,428,598,463
736,1000,667,V22,403,350,460,383
737,1000,667,V22,314,271,372,302
738,1000,667,V22,215,208,268,235
739,1000,667,V22,140,99,184,122
740,4096,2731,V22,1,261,4096,1840
741,1200,800,V22,290,329,891,527
742,1200,800,V22,558,186,888,327
743,2048,1536,V22,337,166,1265,1340
744,1200,802,V22,680,505,764,553
745,1200,802,V22,492,206,565,256
746,1200,717,V22,257,113,904,481
747,1677,1118,V22,1076,732,1160,783
748,1677,1118,V22,859,612,937,657
749,1677,1118,V22,489,513,559,546
750,1677,1118,V22,229,421,292,452
751,1200,1200,V22,613,515,948,758
752,1200,675,V22,501,352,585,408
753,1000,714,V22,22,68,953,545
754,1280,853,V22,214,319,1280,716
755,2100,1500,V22,272,792,435,856
756,1200,798,V22,418,121,841,290
757,1000,667,V22,333,82,523,229
758,1000,667,V22,1,1,1000,658
759,768,1024,V22,24,299,228,377
760,768,1024,V22,581,363,655,394
761,1199,800,V22,1,189,1199,657
762,1126,1126,V22,481,487,643,611
763,1200,900,V22,710,441,870,496
764,1200,900,V22,610,376,953,512
765,5401,3601,V22,2286,185,4474,1093
766,1200,675,V22,181,63,893,381
767,3000,2000,V22,80,531,595,738
768,1200,675,V22,513,311,815,457
769,1021,1200,V22,523,228,551,246
770,650,975,V22,1,1,650,323
771,900,600,V22,94,198,307,268
772,1365,975,V22,454,394,1137,764
773,1365,975,V22,220,165,735,400
774,950,633,V22,150,1,839,633
775,1200,900,V22,44,382,90,411
776,1920,1080,V22,44,325,1447,1075
777,1920,1080,V22,981,149,1814,478
778,1920,1080,V22,1408,79,1920,253
779,1200,675,V22,493,96,689,159
780,3000,1451,V22,784,343,2575,1138
781,1536,1024,V22,145,36,1259,670
782,1200,800,V22,1,118,1200,534
783,3264,2448,V22,530,961,1527,1289
784,3264,2448,V22,2394,1073,2942,1253
785,1200,900,V22,1,141,1200,724
786,1200,901,V22,488,650,670,710
787,1280,960,V22,721,159,756,199
788,698,698,V22,293,146,698,379
789,1908,1280,V22,113,66,1838,1196
790,1200,800,V22,1,1,1066,551
791,2100,1500,V22,448,88,1806,785
792,1536,1024,V22,1030,448,1098,474
793,1024,848,V22,336,15,992,275
794,1920,1080,V22,97,10,1884,1067
795,1199,900,V22,57,586,210,628
796,3000,970,V22,1,332,350,454
797,3000,970,V22,300,345,669,489
798,3000,970,V22,609,376,1007,525
799,3000,970,V22,919,403,1333,564
800,3000,970,V22,1319,427,1790,608
801,3000,970,V22,1939,464,2403,671
802,3000,970,V22,2460,496,2970,726
803,1200,800,V22,26,15,1089,519
804,900,1200,V22,329,777,479,900
805,1200,900,V22,450,491,470,500
806,1200,900,V22,658,336,680,349
807,1200,900,V22,923,399,1187,526
808,1200,799,V22,275,117,528,257
809,1200,900,V22,369,268,682,558
810,4096,2731,V22,891,455,2690,1482
811,4096,2731,V22,3036,970,3141,1025
812,1200,900,V22,452,479,869,729
813,1200,675,V22,538,276,655,322
814,1199,800,V22,72,271,1048,745
815,1200,900,V22,523,388,644,466
816,1200,900,V22,915,262,943,285
817,1200,900,V22,256,354,280,373
818,900,1200,V22,423,453,451,464
819,1200,900,V22,809,115,854,155
820,1662,1108,V22,181,517,259,557
821,1200,800,V22,538,322,573,347
822,5476,3069,V22,1,600,5476,2744
823,1280,851,V22,435,72,1070,405
824,1280,851,V22,493,409,778,537
825,800,450,V22,452,55,777,222
826,1000,667,V22,768,260,806,288
827,1000,667,V22,286,195,333,226
828,943,707,V22,320,239,826,588
829,1920,1440,V22,771,628,1087,801
830,1080,1081,V22,317,387,629,672
831,1000,667,V22,57,287,203,360
832,1000,667,V22,157,185,295,253
833,1000,667,V22,331,69,465,137
834,1000,667,V22,541,139,667,211
835,1000,667,V22,387,244,521,317
836,1000,667,V22,436,329,597,405
837,1000,667,V22,675,247,804,313
838,1000,667,V22,797,163,925,232
839,1200,800,V22,260,263,699,436
840,2000,1333,V22,1153,231,1438,375
841,1200,900,V22,74,299,212,381
842,900,1200,V22,751,553,783,575
843,900,1200,V22,783,288,843,325
844,2500,1667,V22,147,1,2474,1536
845,1280,852,V22,88,1,1031,516
846,1280,960,V22,1,425,187,544
847,1280,960,V22,982,649,1216,725
848,1200,800,V22,117,135,596,508
849,1200,800,V22,484,238,1085,481
850,1199,800,V22,421,190,1058,388
851,1200,675,V22,538,193,556,204
852,1900,1357,V22,183,187,1035,471
853,1088,611,V22,42,143,1088,453
854,4173,2782,V22,1114,923,3819,2056
855,1200,900,V22,450,614,529,650
856,1024,682,V22,93,31,887,347
857,504,277,V22,38,41,433,228
858,1199,947,V22,726,769,756,785
859,1200,724,V22,154,54,976,435
860,1536,1024,V22,314,1,1536,410
861,1785,2560,V22,1,348,1785,2234
862,1200,675,V22,1,1,770,356
863,1200,900,V22,301,263,633,403
864,4096,2731,V22,1310,612,2827,1438
865,1000,667,V22,70,224,931,535
866,1200,800,V22,404,436,593,508
867,5677,3785,V22,27,1,4364,1910
868,2048,1365,V22,638,203,1914,821
869,1920,1080,V22,187,508,475,618
870,1920,1080,V22,1004,462,1201,528
871,1920,1080,V22,1587,484,1733,530
872,1536,1098,V22,403,243,713,428
873,1200,799,V22,1,1,645,567
874,1200,801,V22,646,491,706,527
875,1200,801,V22,445,289,511,328
876,2047,1365,V22,936,1066,1180,1203
877,1200,799,V22,241,121,363,199
878,2400,1288,V22,218,44,2400,1067
879,1838,1033,V22,410,80,1665,660
880,1536,1024,V22,810,150,1459,435
881,960,1242,V22,466,304,768,453
882,4096,2731,V22,106,207,3437,1751
883,1300,867,V22,69,315,715,531
884,1300,867,V22,768,367,1193,514
885,2000,1333,V22,1142,1060,1314,1144
886,2000,1333,V22,1102,900,1315,983
887,2000,1333,V22,983,792,1204,893
888,2000,1333,V22,962,626,1245,742
889,2000,1333,V22,879,399,1547,662
890,2000,1333,V22,810,479,1227,649
891,1200,900,V22,314,304,354,321
892,1200,900,V22,760,380,849,413
893,4096,2731,V22,1827,1271,2368,1506
894,825,1200,V22,222,342,283,397
895,825,1200,V22,247,465,300,529
896,825,1200,V22,266,590,319,663
897,1200,800,V22,110,313,266,416
898,1200,800,V22,1,298,67,422
899,2048,1365,V22,763,402,1806,889
900,2198,3297,V22,497,1656,556,1688
901,2198,3297,V22,1463,1327,1515,1358
902,1200,675,V22,368,205,453,262
903,739,1199,V22,362,302,380,326
904,900,1200,V22,238,635,560,827
905,1200,675,V22,153,203,286,260
906,1200,800,V22,510,563,759,644
907,1200,675,V22,140,88,478,196
908,1200,675,V22,600,259,922,357
909,1200,675,V22,420,435,685,532
910,1200,800,V22,505,372,552,400
911,4256,2832,V22,245,284,4245,2390
912,1280,720,V22,277,88,1149,415
913,1088,612,V22,658,59,1088,328
914,1024,683,V22,21,176,1000,509
915,4096,2717,V22,172,947,1963,1495
916,1536,1024,V22,15,369,1239,751
917,900,1200,V22,29,192,848,525
918,1430,1000,V22,1,38,1430,1000
919,1200,673,V22,209,136,288,204
920,1200,673,V22,598,408,663,458
921,1536,1024,V22,1,1,1536,688
922,680,510,V22,159,174,522,331
923,4096,2304,V22,2318,491,3533,1215
924,4928,3264,V22,2076,132,4516,1471
925,3276,2184,V22,1,1,1599,727
926,1280,914,V22,355,227,647,353
927,1280,914,V22,170,507,493,624
928,1280,914,V22,308,686,612,783
929,1280,914,V22,742,719,1060,835
930,900,600,V22,702,412,780,438
931,4096,2730,V22,668,250,3365,2114
932,901,1200,V22,501,840,550,885
933,3600,2100,V22,115,546,3510,1672
934,1200,1001,V22,508,528,570,574
935,2000,600,V22,128,207,798,567
936,680,453,V22,186,14,657,157
937,2266,1618,V22,436,490,1990,1126
938,1200,799,V22,309,316,1002,569
939,1200,900,V22,344,231,927,528
940,1312,676,V22,369,563,452,603
941,1312,676,V22,469,543,551,580
942,1312,676,V22,601,505,685,544
943,1312,676,V22,768,484,854,527
944,1312,676,V22,865,432,954,473
945,1200,900,V22,698,478,822,520
946,1200,900,V22,367,477,506,523
947,1280,720,V22,1,183,262,320
948,1536,1024,V22,414,72,1285,505
949,1024,683,V22,1,133,812,541
950,1200,900,V22,348,288,1035,501
951,1200,661,V22,359,325,441,368
952,2250,1500,V22,1102,543,1312,624
953,2250,1500,V22,1753,712,1985,801
954,4240,2832,V22,1965,170,3641,1131
955,1200,661,V22,513,304,593,354
956,750,770,V22,372,447,508,530
957,640,960,V22,123,210,601,351
958,640,960,V22,1,393,640,609
959,1200,675,V22,200,268,354,340
960,1365,2048,V22,40,1008,1072,1460
961,1000,667,V22,358,363,418,390
962,1000,667,V22,629,382,681,415
963,1000,667,V22,779,393,830,423
964,1200,900,V22,588,248,755,371
965,1200,900,V22,554,493,620,530
966,1200,800,V22,339,290,841,456
967,900,551,V22,590,181,868,348
968,900,1200,V22,297,531,547,638
969,953,984,V22,212,199,715,760
970,600,450,V22,126,124,349,287
971,1200,713,V22,629,437,1181,621
972,1200,900,V22,581,255,647,309
973,1920,1280,V22,369,453,1548,814
974,1200,800,V22,555,307,594,337
975,1200,900,V22,1,1,1200,900
976,1200,900,V22,664,303,734,331
977,1920,1280,V22,719,465,1820,962
978,1280,715,C5,135,221,1251,505
979,960,640,C5,251,100,679,572
980,1080,1312,C5,41,542,1070,845
981,900,600,C5,9,61,807,313
982,680,454,C5,138,105,475,336
983,970,693,C5,405,1,970,513
984,960,640,C5,1,359,735,571
985,2048,1363,C5,218,740,1512,1070
986,960,642,C5,216,297,511,377
987,1080,1080,C5,418,391,912,525
988,1280,852,C5,736,106,1280,410
989,368,784,C5,153,426,259,482
990,791,1024,C5,410,288,728,381
991,1280,851,C5,110,37,1165,624
992,1152,768,C5,599,394,734,482
993,1200,829,C5,329,338,865,468
994,800,557,C5,248,46,800,243
995,2100,1500,C5,1,104,1718,1275
996,1536,2048,C5,359,775,1007,1176
997,2048,1639,C5,831,669,1264,774
998,2048,1639,C5,1,67,995,1130
999,2048,1639,C5,1334,682,1779,910
1000,2048,1639,C5,1,312,2048,1543
1001,680,454,C5,192,157,458,297
1002,1200,1599,C5,1,1,1161,966
1003,1200,1200,C5,1,1,1103,1052
1004,960,639,C5,384,226,609,279
1005,1200,800,C5,70,412,1200,739
1006,1200,800,C5,86,424,504,562
1007,1200,800,C5,345,424,789,567
1008,1200,800,C5,628,418,1092,571
1009,900,1200,C5,1,1,900,1200
1010,720,540,C5,119,362,261,406
1011,624,624,C5,16,76,610,593
1012,1280,614,C5,119,124,307,337
1013,1280,614,C5,585,8,803,201
1014,1280,614,C5,653,214,872,404
1015,1280,614,C5,710,419,930,608
1016,960,639,C5,60,225,905,469
1017,1600,1074,C5,405,347,1350,709
1018,960,640,C5,283,188,885,324
1019,1024,679,C5,308,165,760,328
1020,960,640,C5,490,279,727,330
1021,1200,900,C5,385,493,809,585
1022,960,640,C5,79,314,821,524
1023,960,640,C5,152,148,339,191
1024,960,640,C5,316,151,887,321
1025,1080,1080,C5,511,308,1006,440
1026,960,640,C5,524,150,838,243
1027,2278,1840,C5,1816,377,2057,509
1028,1280,823,C5,84,274,1102,537
1029,4256,2832,C5,453,1540,3142,2225
1030,1280,806,C5,40,45,1252,633
1031,1920,500,C5,1658,219,1793,350
1032,1920,500,C5,1164,340,1299,468
1033,1920,500,C5,1355,33,1493,162
1034,1280,853,C5,181,285,1098,516
1035,2000,1615,C5,1594,333,1807,448
1036,2000,1615,C5,46,22,2000,1413
1037,1080,779,C5,8,216,1052,667
1038,722,995,C5,478,320,618,474
1039,780,630,C5,621,129,705,175
1040,780,630,C5,19,8,780,567
1041,960,720,C5,74,247,669,485
1042,1024,682,C5,80,303,589,454
1043,2048,1536,C5,550,359,1241,523
1044,1280,853,C5,19,267,923,517
1045,1024,1024,C5,674,669,1018,775
1046,1200,800,C5,376,338,700,439
1047,960,894,C5,1,243,960,674
1048,1280,853,C5,134,282,1118,591
1049,4096,2304,C5,93,914,3743,1882
1050,960,621,C5,110,219,827,389
1051,620,465,C5,110,211,358,277
1052,1280,960,C5,571,268,1017,429
1053,1062,1062,C5,165,285,791,642
1054,1080,686,C5,27,164,1044,465
1055,3000,1818,C5,638,453,2703,1142
1056,2048,1365,C5,875,398,1110,629
1057,1280,850,C5,88,383,471,480
1058,960,640,C5,1,295,247,362
1059,960,640,C5,323,286,938,462
1060,3410,2269,C5,264,72,3387,1157
1061,960,1440,C5,369,363,557,418
1062,4096,3072,C5,807,221,2077,1655
1063,1440,1080,C5,318,215,968,777
1064,1600,1078,C5,89,145,1416,684
1065,1600,1061,C5,338,353,1256,765
1066,2048,1365,C5,1,410,2003,972
1067,1600,1578,C5,1,346,1304,1049
1068,960,674,C5,214,149,698,461
1069,960,640,C5,1,176,960,571
1070,960,640,C5,363,227,960,430
1071,960,640,C5,1,280,423,425
1072,1024,500,C5,122,61,1010,293
1073,960,640,C5,636,400,850,454
1074,2048,1365,C5,1,1,2048,1151
1075,1199,800,C5,1,349,1075,663
1076,554,1200,C5,99,421,446,824
1077,1876,1141,C5,659,586,1273,747
1078,2047,1186,C5,557,473,1286,684
1079,2048,1365,C5,1,1,2048,1365
1080,1000,667,C5,26,20,954,583
1081,1152,768,C5,444,388,580,426
1082,3073,2048,C5,371,98,3073,1458
1083,960,640,C5,40,312,568,461
1084,900,1200,C5,302,290,680,413
1085,1280,852,C5,264,68,1280,833
1086,1200,1200,C5,770,782,1115,990
1087,1080,717,C5,90,256,1080,516
1088,1024,512,C5,198,187,657,331
1089,960,640,C5,58,133,889,397
1090,4096,2731,C5,1124,1415,2603,1936
1091,1280,852,C5,309,515,574,645
1092,1280,852,C5,1,1,1280,824
1093,694,1024,C5,117,111,589,249
1094,960,640,C5,387,270,700,423
1095,490,490,C5,1,88,490,291
1096,1280,852,C5,482,413,745,542
1097,1200,857,C5,1,384,946,645
1098,960,635,C5,314,208,870,364
1099,3456,2304,C5,1498,996,1867,1246
1100,4096,2304,C5,2721,836,3403,1019
1101,1280,853,C5,503,185,909,289
1102,1200,725,C5,318,54,907,680
1103,944,540,C5,409,124,926,373
1104,1280,696,C5,138,19,1280,357
1105,960,640,C5,211,190,620,384
1106,1080,1080,C5,27,326,1080,766
1107,2920,1900,C5,1,171,2920,1223
1108,960,640,C5,7,177,942,450
1109,1024,702,C5,378,35,552,93
1110,1307,2048,C5,680,1052,987,1198
1111,960,640,C5,80,291,905,507
1112,1280,720,C5,167,214,1280,534
1113,960,640,C5,262,247,743,354
1114,1000,541,C5,571,138,960,261
1115,1200,675,C5,361,262,657,528
1116,1280,698,C5,284,285,597,530
1117,830,1200,C5,311,646,401,684
1118,1280,767,C5,90,1,1199,586
1119,1080,1080,C5,442,159,643,225
1120,960,719,C5,42,363,339,463
1121,1920,1210,C5,479,528,1770,857
1122,1536,2048,C5,602,652,945,800
1123,1440,1080,C5,370,149,893,694
1124,1200,675,C5,100,216,1077,540
1125,660,433,C5,1,1,389,372
1126,960,635,C5,200,121,744,524
1127,6000,4000,C5,3505,2215,5984,2928
1128,1440,960,C5,85,299,1298,581
1129,1199,800,C5,357,271,635,345
1130,1200,628,C5,7,1,1064,334
1131,1600,1063,C5,228,271,1569,649
1132,1080,809,C5,13,311,1080,586
1133,682,1023,C5,275,371,609,458
1134,1280,720,C5,415,242,1280,568
1135,1200,801,C5,62,143,1200,801
1136,2053,937,C5,969,419,1524,617
1137,1152,768,C5,571,397,742,476
1138,960,643,C5,5,171,945,441
1139,1408,2047,C5,173,290,1055,526
1140,800,1200,C5,1,408,800,1193
1141,3519,1511,C5,632,291,1633,561
1142,1280,864,C5,203,114,1012,744
1143,2048,996,C5,823,471,1947,878
1144,2850,1890,C5,13,528,2331,1338
1145,1600,1063,C5,465,301,1600,741
1146,1024,681,C5,477,295,1024,578
1147,1280,826,C5,23,156,906,438
1148,960,540,C5,1,155,615,305
1149,3073,2048,C5,495,383,2921,1107
1150,960,640,C5,206,133,683,515
1151,2840,1890,C5,921,582,2625,1282
1152,1280,840,C5,282,355,926,574
1153,1080,810,C5,1,169,892,400
1154,960,1280,C5,20,315,803,579
1155,1600,1070,C5,198,176,1305,808
1156,680,454,C5,219,165,446,269
1157,1200,799,C5,244,13,702,172
1158,1024,677,C5,328,197,1024,406
1159,1024,677,C5,84,238,590,380
1160,1024,677,C5,1,262,282,368
1161,1024,677,C5,1,277,131,360
1162,682,1023,C5,10,515,657,695
1163,1600,1074,C5,247,232,1090,457
1164,1116,666,C5,185,158,521,500
1165,1920,1080,C5,181,240,1287,524
1166,1600,1051,C5,306,231,1523,616
1167,1200,900,C5,63,244,1175,632
1168,960,720,C5,380,494,903,659
1169,760,1200,C5,16,331,250,387
1170,900,599,Rafale,26,135,864,446
1171,1920,1281,Rafale,483,360,890,500
1172,1920,1281,Rafale,1096,632,1482,759
1173,1080,1080,Rafale,101,325,203,361
1174,1080,1080,Rafale,48,167,140,200
1175,1280,853,Rafale,229,81,499,202
1176,1280,853,Rafale,786,58,1078,191
1177,1920,1054,Rafale,375,333,532,456
1178,1920,1054,Rafale,1318,324,1463,435
1179,1200,800,Rafale,100,202,674,664
1180,1600,1200,Rafale,579,415,1002,673
1181,1920,1080,Rafale,745,189,1565,521
1182,1024,681,Rafale,1,1,605,604
1183,2000,1333,Rafale,35,570,1515,1108
1184,2000,1584,Rafale,386,845,630,1127
1185,2048,1536,Rafale,54,752,942,1124
1186,2048,1536,Rafale,1102,759,1958,1131
1187,1192,810,Rafale,350,512,847,704
1188,1192,810,Rafale,413,398,632,480
1189,1600,1200,Rafale,190,455,1424,946
1190,1280,960,Rafale,1,309,619,673
1191,1280,960,Rafale,606,349,1280,567
1192,1329,2000,Rafale,46,1480,362,1692
1193,1329,2000,Rafale,538,1257,845,1476
1194,1329,2000,Rafale,365,892,665,1103
1195,1329,2000,Rafale,987,1057,1272,1279
1196,1329,2000,Rafale,749,698,1040,914
1197,1329,2000,Rafale,437,302,732,510
1198,1920,1281,Rafale,45,558,1552,1095
1199,4096,2731,Rafale,1589,1007,2358,1310
1200,3744,2674,Rafale,510,172,3488,2231
1201,1280,853,Rafale,1,3,593,817
1202,1920,1280,Rafale,849,428,1164,661
1203,1280,720,Rafale,588,301,692,405
1204,1000,666,Rafale,218,14,515,190
1205,1024,576,Rafale,289,59,550,221
1206,1036,1490,Rafale,68,400,1016,1324
1207,1600,1067,Rafale,1136,146,1441,881
1208,1170,778,Rafale,494,202,761,302
1209,1600,1156,Rafale,326,295,1254,595
1210,4719,3146,Rafale,1394,432,3527,1923
1211,1906,2560,Rafale,1352,684,1789,892
1212,1906,2560,Rafale,762,777,1857,1263
1213,980,630,Rafale,100,311,357,399
1214,980,630,Rafale,650,316,842,389
1215,1920,1281,Rafale,1051,505,1737,703
1216,1200,788,Rafale,375,294,999,542
1217,4096,2384,Rafale,720,452,1238,673
1218,4096,2384,Rafale,734,245,1056,373
1219,1200,775,Rafale,575,441,701,514
1220,1200,775,Rafale,621,279,737,338
1221,6720,4480,Rafale,2258,2415,2856,2885
1222,1600,1200,Rafale,519,567,1012,710
1223,1920,1280,Rafale,73,737,949,1240
1224,1920,1280,Rafale,971,374,1844,833
1225,1200,797,Rafale,183,251,593,398
1226,1200,797,Rafale,600,225,1096,398
1227,960,654,Rafale,81,290,649,492
1228,1920,1281,Rafale,1035,737,1234,868
1229,1920,1281,Rafale,1078,447,1247,690
1230,1600,1596,Rafale,509,713,630,856
1231,1600,1596,Rafale,740,852,862,1000
1232,1190,1530,Rafale,81,211,1044,1399
1233,1619,1080,Rafale,1,87,1619,1080
1234,1280,854,Rafale,202,503,968,766
1235,1184,789,Rafale,580,360,1131,514
1236,2560,1707,Rafale,354,1,2488,1381
1237,2560,1707,Rafale,68,602,1203,1346
1238,1080,732,Rafale,284,254,1080,639
1239,1080,732,Rafale,231,272,790,466
1240,1080,732,Rafale,84,194,592,381
1241,1080,732,Rafale,151,84,523,238
1242,1080,732,Rafale,182,29,500,145
1243,960,640,Rafale,512,228,811,321
1244,960,640,Rafale,311,238,485,281
1245,1316,813,Rafale,37,215,1310,651
1246,1618,1080,Rafale,126,838,474,955
1247,1618,1080,Rafale,84,429,368,521
1248,830,409,Rafale,9,105,819,374
1249,830,409,Rafale,120,59,817,227
1250,830,409,Rafale,220,11,657,158
1251,3508,2339,Rafale,151,1086,3416,2060
1252,3508,2339,Rafale,708,352,2765,1056
1253,1200,800,Rafale,98,350,503,553
1254,1200,800,Rafale,687,250,1096,464
1255,4096,2718,Rafale,567,376,1510,1020
1256,4096,2718,Rafale,300,1350,517,1519
1257,1200,800,Rafale,778,351,935,409
1258,1200,800,Rafale,993,375,1147,431
1259,1600,653,Rafale,385,63,597,399
1260,1920,1080,Rafale,262,1,1587,681
1261,1920,1080,Rafale,571,679,1312,1011
1262,4096,2731,Rafale,944,924,1125,993
1263,4096,2731,Rafale,920,1130,1369,1277
1264,4096,2731,Rafale,1088,1153,1569,1305
1265,4096,2731,Rafale,1259,1186,1775,1357
1266,4096,2731,Rafale,1452,1223,1999,1400
1267,4096,2731,Rafale,1816,1376,2341,1609
1268,4096,2731,Rafale,2594,1376,3213,1596
1269,4096,2731,Rafale,2944,1259,3647,1427
1270,4096,2731,Rafale,2829,1204,3419,1361
1271,4096,2731,Rafale,2544,1151,3088,1319
1272,4096,2731,Rafale,2256,1087,2656,1242
1273,4096,2731,Rafale,1924,1053,2292,1186
1274,1088,900,Rafale,572,287,718,341
1275,2500,1667,Rafale,747,622,1087,751
1276,1250,700,Rafale,137,329,1005,682
1277,1250,700,Rafale,424,143,631,236
1278,1280,627,Rafale,458,504,563,574
1279,1280,627,Rafale,471,305,571,365
1280,1280,627,Rafale,478,217,572,273
1281,1280,627,Rafale,489,135,578,188
1282,1280,627,Rafale,94,502,193,573
1283,1280,627,Rafale,133,305,230,365
1284,1280,627,Rafale,189,59,274,109
1285,1000,1000,Rafale,20,183,984,877
1286,3276,2184,Rafale,444,716,871,861
1287,3276,2184,Rafale,1182,613,1591,772
1288,1920,1281,Rafale,47,486,362,585
1289,1920,1280,Rafale,1490,448,1622,547
1290,1920,1280,Rafale,252,420,402,535
1291,2040,1362,Rafale,1,1,1456,733
1292,2040,1362,Rafale,258,580,2040,1362
1293,2040,1362,Rafale,1009,1,2040,524
1294,1920,733,Rafale,1242,218,1338,291
1295,1920,733,Rafale,569,230,675,313
1296,1600,900,Rafale,291,401,564,502
1297,1600,900,Rafale,1066,393,1406,495
1298,1600,900,Rafale,1379,421,1600,494
1299,4096,2757,Rafale,1454,95,3558,2481
1300,4096,2757,Rafale,2910,1444,3482,2203
1301,4096,2731,Rafale,1,1195,3113,2318
1302,1920,1281,Rafale,366,305,1028,563
1303,1600,1200,Rafale,583,555,999,753
